127.0.0.1 - - [24/Mar/2023:13:47:57 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [24/Mar/2023:13:47:58 +0900] "GET /jsp02/hyehwaPC/Index2.jsp HTTP/1.1" 200 13043
0:0:0:0:0:0:0:1 - - [24/Mar/2023:13:47:58 +0900] "GET /jsp02/include/js/bootstrap.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Mar/2023:13:47:58 +0900] "GET /jsp02/include/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Mar/2023:13:47:58 +0900] "GET /jsp02/picture/station1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Mar/2023:13:47:58 +0900] "GET /jsp02/food/rice.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Mar/2023:13:47:58 +0900] "GET /jsp02/food/soup.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Mar/2023:13:47:58 +0900] "GET /jsp02/food/seafood.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Mar/2023:13:47:58 +0900] "GET /jsp02/food/meat.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Mar/2023:13:47:58 +0900] "GET /jsp02/food/noodle.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Mar/2023:13:47:58 +0900] "GET /jsp02/food/snack.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Mar/2023:13:47:58 +0900] "GET /jsp02/food/pizza.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Mar/2023:13:47:58 +0900] "GET /jsp02/food/burger.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Mar/2023:13:47:58 +0900] "GET /jsp02/food/steak.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Mar/2023:13:47:58 +0900] "GET /jsp02/food/france.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Mar/2023:13:47:58 +0900] "GET /jsp02/food/china2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Mar/2023:13:47:58 +0900] "GET /jsp02/food/sake.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Mar/2023:13:47:58 +0900] "GET /jsp02/food/rice2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Mar/2023:13:47:58 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [24/Mar/2023:13:48:12 +0900] "GET /hyehwaPC/india.jsp HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [24/Mar/2023:13:50:08 +0900] "GET /jsp02/hyehwaPC/Index2.jsp HTTP/1.1" 200 13043
0:0:0:0:0:0:0:1 - - [24/Mar/2023:13:50:20 +0900] "GET /jsp02/hyehwaPC/Index2.jsp HTTP/1.1" 200 13042
0:0:0:0:0:0:0:1 - - [24/Mar/2023:14:09:43 +0900] "GET /jsp02/hyehwaPC/Index2.jsp HTTP/1.1" 200 13034
0:0:0:0:0:0:0:1 - - [24/Mar/2023:14:09:51 +0900] "GET /jsp02/hyehwaPC/Index2.jsp HTTP/1.1" 200 13035
0:0:0:0:0:0:0:1 - - [24/Mar/2023:14:10:24 +0900] "GET /jsp02/hyehwaPC/Index2.jsp HTTP/1.1" 200 13039
0:0:0:0:0:0:0:1 - - [24/Mar/2023:14:10:33 +0900] "GET /jsp02/hyehwaPC/Index2.jsp HTTP/1.1" 200 13039
0:0:0:0:0:0:0:1 - - [24/Mar/2023:14:10:52 +0900] "GET /jsp02/hyehwaPC/Index2.jsp HTTP/1.1" 200 13039
0:0:0:0:0:0:0:1 - - [24/Mar/2023:14:11:00 +0900] "GET /jsp02/hyehwaPC/Index2.jsp HTTP/1.1" 200 13039
0:0:0:0:0:0:0:1 - - [24/Mar/2023:14:11:09 +0900] "GET /jsp02/hyehwaPC/Index2.jsp HTTP/1.1" 200 13039
0:0:0:0:0:0:0:1 - - [24/Mar/2023:14:11:16 +0900] "GET /jsp02/hyehwaPC/Index2.jsp HTTP/1.1" 200 13039
0:0:0:0:0:0:0:1 - - [24/Mar/2023:14:11:22 +0900] "GET /jsp02/hyehwaPC/Index2.jsp HTTP/1.1" 200 13039
0:0:0:0:0:0:0:1 - - [24/Mar/2023:14:11:29 +0900] "GET /jsp02/hyehwaPC/Index2.jsp HTTP/1.1" 200 13039
0:0:0:0:0:0:0:1 - - [24/Mar/2023:14:11:45 +0900] "GET /jsp02/hyehwaPC/Index2.jsp HTTP/1.1" 200 13040
0:0:0:0:0:0:0:1 - - [24/Mar/2023:14:11:54 +0900] "GET /jsp02/hyehwaPC/Index2.jsp HTTP/1.1" 200 13040
0:0:0:0:0:0:0:1 - - [24/Mar/2023:14:12:03 +0900] "GET /jsp02/hyehwaPC/Index2.jsp HTTP/1.1" 200 13040
0:0:0:0:0:0:0:1 - - [24/Mar/2023:14:12:14 +0900] "GET /jsp02/hyehwaPC/Index2.jsp HTTP/1.1" 200 13041
0:0:0:0:0:0:0:1 - - [24/Mar/2023:14:12:31 +0900] "GET /jsp02/hyehwaPC/Index2.jsp HTTP/1.1" 200 13041
0:0:0:0:0:0:0:1 - - [24/Mar/2023:14:12:40 +0900] "GET /jsp02/hyehwaPC/Index2.jsp HTTP/1.1" 200 13041
0:0:0:0:0:0:0:1 - - [24/Mar/2023:14:12:49 +0900] "GET /jsp02/hyehwaPC/Index2.jsp HTTP/1.1" 200 13041
